10289,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,306,58.9
37,All Causes,All causes,Alaska,3354,787.6
63,All Causes,All causes,Alabama,46977,979.5
98,All Causes,All causes,Arizona,46365,767.1
116,All Causes,All causes,Arkansas,27901,909.5
134,All Causes,All causes,California,237126,718.2
152,All Causes,All causes,Colorado,29521,720.9
170,All Causes,All causes,Connecticut,29260,704.6
188,All Causes,All causes,Delaware,7204,795.7
206,All Causes,All causes,District of Columbia,5344,951.7
224,All Causes,All causes,Florida,170066,745.6
242,All Causes,All causes,Georgia,67808,890.2
260,All Causes,All causes,Hawaii,9432,643.4
278,All Causes,All causes,Idaho,10613,756
296,All Causes,All causes,Illinois,102171,794.4
314,All Causes,All causes,Indiana,55622,856.8
332,All Causes,All causes,Iowa,27362,736.1
350,All Causes,All causes,Kansas,24553,802.2
368,All Causes,All causes,Kentucky,40102,932.3
386,All Causes,All causes,Louisiana,40045,960.5
404,All Causes,All causes,Maine,12294,775.1
422,All Causes,All causes,Maryland,43582,795.9
440,All Causes,All causes,Massachusetts,53450,726.8
458,All Causes,All causes,Michigan,86042,816
476,All Causes,All causes,Minnesota,37028,675.6
494,All Causes,All causes,Mississippi,28564,999.1
512,All Causes,All causes,Missouri,54681,859
530,All Causes,All causes,Montana,8472,782.2
548,All Causes,All causes,Nebraska,14899,743.7
566,All Causes,All causes,Nevada,18872,864.7
584,All Causes,All causes,New Hampshire,10060,733.7
602,All Causes,All causes,New Jersey,70356,744.9
620,All Causes,All causes,New Mexico,15296,793.1
638,All Causes,All causes,New York,148806,713.7
656,All Causes,All causes,North Carolina,74716,849.3
674,All Causes,All causes,North Dakota,5868,724.4
692,All Causes,All causes,Ohio,106825,846.6
710,All Causes,All causes,Oklahoma,35427,942.5
728,All Causes,All causes,Oregon,31380,773.3
746,All Causes,All causes,Pennsylvania,125539,808.4
764,All Causes,All causes,Rhode Island,9690,749.1
782,All Causes,All causes,South Carolina,38761,886.8
800,All Causes,All causes,South Dakota,7084,752.5
818,All Causes,All causes,Tennessee,56838,921.2
836,All Causes,All causes,Texas,157150,807.7
854,All Causes,All causes,United States,2426264,791.8
872,All Causes,All causes,Utah,13764,733.7
890,All Causes,All causes,Vermont,5048,728
908,All Causes,All causes,Virginia,57690,795
926,All Causes,All causes,Washington,46120,731.2
944,All Causes,All causes,West Virginia,20672,947.5
962,All Causes,All causes,Wisconsin,46153,745.3
980,All Causes,All causes,Wyoming,4311,831.1
998,Alzheimer's disease (G30),Alzheimer's disease,Alabama,1497,32.7
1016,Alzheimer's disease (G30),Alzheimer's disease,Alaska,73,25.9
1034,Alzheimer's disease (G30),Alzheimer's disease,Arizona,2066,35.8
1052,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,783,25.5
1070,Alzheimer's disease (G30),Alzheimer's disease,California,8146,25.3
1088,Alzheimer's disease (G30),Alzheimer's disease,Colorado,1058,28.1
1106,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,728,16
1124,Alzheimer's disease (G30),Alzheimer's disease,Delaware,189,21.6
1142,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,117,20.7
1160,Alzheimer's disease (G30),Alzheimer's disease,Florida,4689,19.3
1178,Alzheimer's disease (G30),Alzheimer's disease,Georgia,1820,27.5
1196,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,201,13.2
1214,Alzheimer's disease (G30),Alzheimer's disease,Idaho,400,29
1232,Alzheimer's disease (G30),Alzheimer's disease,Illinois,2794,21.3
1250,Alzheimer's disease (G30),Alzheimer's disease,Indiana,1696,26.1
1268,Alzheimer's disease (G30),Alzheimer's disease,Iowa,1121,27
1286,Alzheimer's disease (G30),Alzheimer's disease,Kansas,830,25.1
1304,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,1153,28.1
1322,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,1282,32.9
1340,Alzheimer's disease (G30),Alzheimer's disease,Maine,477,29.2
1358,Alzheimer's disease (G30),Alzheimer's disease,Maryland,915,17.3
1376,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,1560,19.8
1394,Alzheimer's disease (G30),Alzheimer's disease,Michigan,2331,22
1412,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,1299,22.6
1430,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,744,27.4
1448,Alzheimer's disease (G30),Alzheimer's disease,Missouri,1632,25.1
1466,Alzheimer's disease (G30),Alzheimer's disease,Montana,226,20.1
1484,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,500,23.3
1502,Alzheimer's disease (G30),Alzheimer's disease,Nevada,281,15.9
1520,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,372,27.1
1538,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,1649,16.9
1556,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,348,19.3
1574,Alzheimer's disease (G30),Alzheimer's disease,New York,2021,9.4
1592,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,2265,27.3
1610,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,318,34.4
1628,Alzheimer's disease (G30),Alzheimer's disease,Ohio,3565,27.7
1646,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,928,25.2
1664,Alzheimer's disease (G30),Alzheimer's disease,Oregon,1231,29.4
1682,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,3311,19.6
